participant	sent1	sent2	score
participant84	investor buy share and client does too	investor purchase share and client does too	7
participant84	magazine accept liability and cover does too	magazine receive liability and cover does too	5
participant84	politician buy election and government does too	politician bribe election and government does too	6
participant84	system run application and site does too	system operate application and site does too	7
participant84	child draw picture and author does too	child attract picture and author does too	6
participant84	people try Sniffing and user does too	people judge Sniffing and user does too	6
participant84	judge try action and teacher does too	judge judge action and teacher does too	6
participant84	magazine accept liability and document does too	magazine receive liability and document does too	6
participant84	demonstrator try building and company does too	demonstrator test building and company does too	6
participant84	patient draw figure and photograph does too	patient attract figure and photograph does too	6
participant84	family run hotel and business does too	family move hotel and business does too	7
participant84	man draw sword and artist does too	man depict sword and artist does too	5
participant84	report draw attention and programme does too	report attract attention and programme does too	6
participant84	shareholder accept offer and client does too	shareholder receive offer and client does too	6
participant84	company provide service and manufacturer does too	company leave service and manufacturer does too	6
participant84	user run application and site does too	user operate application and site does too	7
participant84	mother provide baby and father does too	mother leave baby and father does too	6
participant84	weapon buy chance and group does too	weapon bribe chance and group does too	5
participant84	student write name and pupil does too	student publish name and pupil does too	6
participant84	people run round and player does too	people operate round and player does too	7
participant84	people write letter and society does too	people spell letter and society does too	6
participant84	teacher write book and student does too	teacher publish book and student does too	6
participant84	government accept recommendation and council does too	government bear recommendation and council does too	7
participant84	people try door and team does too	people test door and team does too	6
participant84	child show interest and student does too	child express interest and student does too	7
participant84	supporter buy ticket and fan does too	supporter purchase ticket and fan does too	7
participant84	study show correlation and report does too	study express correlation and report does too	7
participant84	mother provide baby and father does too	mother supply baby and father does too	7
participant84	firm buy politician and council does too	firm purchase politician and council does too	7
participant84	man try experiment and researcher does too	man judge experiment and researcher does too	6
participant84	family run hotel and company does too	family move hotel and company does too	7
participant84	writer write book and association does too	writer publish book and association does too	6
participant84	user run application and site does too	user move application and site does too	7
participant84	family run hotel and company does too	family operate hotel and company does too	7
participant84	man write song and woman does too	man spell song and woman does too	6
participant84	system meet criterion and design does too	system satisfy criterion and design does too	7
participant84	people run round and team does too	people move round and team does too	7
participant84	survey say recovery and report does too	survey allege recovery and report does too	4
participant84	system provide facility and office does too	system supply facility and office does too	7
participant84	child draw picture and author does too	child depict picture and author does too	5
participant84	school provide education and industry does too	school leave education and industry does too	6
participant84	people say prayer and leader does too	people allege prayer and leader does too	5
participant84	people try Sniffing and student does too	people judge Sniffing and student does too	5
participant84	user accept responsibility and player does too	user receive responsibility and player does too	6
participant84	scholar write book and group does too	scholar spell book and group does too	5
participant84	artist show work and photograph does too	artist express work and photograph does too	7
participant84	boy meet girl and family does too	boy visit girl and family does too	7
participant84	child write word and family does too	child publish word and family does too	6
participant84	parent draw line and man does too	parent depict line and man does too	6
participant84	supporter buy ticket and group does too	supporter purchase ticket and group does too	7
participant84	man try experiment and study does too	man test experiment and study does too	6
participant84	man try experiment and researcher does too	man test experiment and researcher does too	7
participant84	representative meet official and staff does too	representative satisfy official and staff does too	7
participant84	study show correlation and report does too	study picture correlation and report does too	7
participant84	people try door and company does too	people test door and company does too	6
participant84	map show area and photograph does too	map picture area and photograph does too	7
participant84	priest say prayer and group does too	priest state prayer and group does too	7
participant84	producer say favour and author does too	producer state favour and author does too	7
participant84	river meet sea and tourist does too	river visit sea and tourist does too	7
participant84	child show interest and student does too	child picture interest and student does too	7
participant84	man say sentence and author does too	man allege sentence and author does too	5
participant84	investor buy share and employee does too	investor purchase share and employee does too	7
participant84	government accept recommendation and commission does too	government receive recommendation and commission does too	6
participant84	report draw attention and programme does too	report depict attention and programme does too	5
participant84	man provide money and council does too	man supply money and council does too	7
participant84	survey say recovery and document does too	survey allege recovery and document does too	5
participant84	survey say recovery and document does too	survey state recovery and document does too	7
participant84	male draw female and artist does too	male attract female and artist does too	6
participant84	people buy security and corporation does too	people purchase security and corporation does too	7
participant84	employee buy property and investor does too	employee purchase property and investor does too	7
participant84	weapon buy chance and player does too	weapon bribe chance and player does too	6
participant84	artist show work and photograph does too	artist picture work and photograph does too	7
participant84	family provide home and company does too	family leave home and company does too	6
participant84	proposal draw criticism and school does too	proposal attract criticism and school does too	6
participant84	family provide home and company does too	family supply home and company does too	7
participant84	map show location and image does too	map express location and image does too	7
participant84	user run application and people does too	user move application and people does too	7
participant84	spokesman say decision and government does too	spokesman allege decision and government does too	5
participant84	priest say mass and authority does too	priest state mass and authority does too	7
participant84	runway run parallel and line does too	runway operate parallel and line does too	7
participant84	speaker say word and chairman does too	speaker allege word and chairman does too	5
participant84	study provide information and website does too	study supply information and website does too	7
participant84	producer say favour and judge does too	producer allege favour and judge does too	5
participant84	man say success and group does too	man allege success and group does too	5
participant84	study provide information and source does too	study supply information and source does too	7
participant84	writer write book and association does too	writer spell book and association does too	6
participant84	people buy product and customer does too	people bribe product and customer does too	6
participant84	people buy security and user does too	people bribe security and user does too	6
participant84	mother provide baby and family does too	mother supply baby and family does too	6
participant84	employee buy property and company does too	employee purchase property and company does too	7
participant84	boy meet girl and family does too	boy satisfy girl and family does too	7
participant84	child show sign and man does too	child express sign and man does too	7
participant84	tribunal try crime and government does too	tribunal judge crime and government does too	6
participant84	priest say prayer and group does too	priest allege prayer and group does too	6
participant84	study provide evidence and information does too	study leave evidence and information does too	6
participant84	table show result and cell does too	table express result and cell does too	7
participant84	people say prayer and judge does too	people state prayer and judge does too	7
participant84	judge try action and committee does too	judge test action and committee does too	6
participant84	priest say mass and leader does too	priest allege mass and leader does too	5
participant84	court try case and expert does too	court test case and expert does too	6
participant84	lawyer accept conviction and document does too	lawyer receive conviction and document does too	5
participant84	government provide cash and council does too	government supply cash and council does too	7
participant84	woman draw hair and figure does too	woman attract hair and figure does too	6
participant84	writer write book and press does too	writer publish book and press does too	6
participant84	shiver run spine and music does too	shiver move spine and music does too	7
participant84	system meet criterion and product does too	system satisfy criterion and product does too	7
participant84	child meet house and woman does too	child satisfy house and woman does too	7
participant84	spokesman say decision and government does too	spokesman state decision and government does too	7
participant84	map show location and site does too	map picture location and site does too	6
participant84	people say success and commission does too	people state success and commission does too	7
participant84	scholar write book and group does too	scholar publish book and group does too	6
participant84	system meet criterion and design does too	system visit criterion and design does too	7
participant84	study show correlation and number does too	study picture correlation and number does too	7
participant84	court try offence and committee does too	court test offence and committee does too	6
participant86	cinema show film and office does too	cinema picture film and office does too	4
participant86	people say prayer and leader does too	people state prayer and leader does too	6
participant86	man say success and council does too	man state success and council does too	6
participant86	society accept charge and church does too	society receive charge and church does too	4
participant86	member accept share and staff does too	member bear share and staff does too	3
participant86	producer say favour and judge does too	producer allege favour and judge does too	5
participant86	patient draw figure and scene does too	patient attract figure and scene does too	3
participant86	beach meet standard and space does too	beach visit standard and space does too	4
participant86	lawyer accept conviction and document does too	lawyer receive conviction and document does too	5
participant86	runway run parallel and line does too	runway move parallel and line does too	4
participant86	report draw attention and programme does too	report depict attention and programme does too	4
participant86	justice try king and group does too	justice judge king and group does too	5
participant86	table draw eye and festival does too	table attract eye and festival does too	6
participant86	school provide education and industry does too	school leave education and industry does too	2
participant86	male draw female and city does too	male attract female and city does too	3
participant86	man write song and woman does too	man spell song and woman does too	4
participant86	man draw sword and statue does too	man depict sword and statue does too	5
participant86	model buy behaviour and user does too	model bribe behaviour and user does too	4
participant86	man write song and people does too	man spell song and people does too	4
participant86	proposal draw criticism and conference does too	proposal attract criticism and conference does too	6
participant86	table draw eye and festival does too	table depict eye and festival does too	5
participant86	teacher write book and student does too	teacher publish book and student does too	5
participant86	user write word and character does too	user spell word and character does too	4
participant86	child meet house and man does too	child visit house and man does too	6
participant86	system meet criterion and product does too	system satisfy criterion and product does too	5
participant86	teacher write book and author does too	teacher spell book and author does too	5
participant86	cinema show film and office does too	cinema express film and office does too	6
participant86	people try Sniffing and student does too	people test Sniffing and student does too	6
participant86	river meet sea and tourist does too	river visit sea and tourist does too	5
participant86	model buy behaviour and user does too	model purchase behaviour and user does too	6
participant86	teacher write book and student does too	teacher spell book and student does too	3
participant86	people try program and scientist does too	people judge program and scientist does too	6
participant86	people say success and company does too	people state success and company does too	7
participant86	magazine accept liability and document does too	magazine bear liability and document does too	3
participant86	spokesman say decision and official does too	spokesman allege decision and official does too	4
participant86	people run company and group does too	people move company and group does too	4
participant86	study provide information and website does too	study leave information and website does too	4
participant86	man try experiment and researcher does too	man judge experiment and researcher does too	5
participant86	poll show support and group does too	poll express support and group does too	6
participant86	shareholder accept offer and employee does too	shareholder bear offer and employee does too	3
participant86	river meet sea and tourist does too	river satisfy sea and tourist does too	3
participant87	people run round and team does too	people move round and team does too	1
participant87	child draw picture and painting does too	child attract picture and painting does too	1
participant87	man draw sword and artist does too	man depict sword and artist does too	6
participant87	member accept share and employee does too	member bear share and employee does too	1
participant87	road run parallel and force does too	road move parallel and force does too	1
participant87	patient draw figure and scene does too	patient attract figure and scene does too	1
participant87	government provide cash and council does too	government leave cash and council does too	1
participant87	mother provide baby and father does too	mother leave baby and father does too	1
participant87	river meet sea and tourist does too	river satisfy sea and tourist does too	1
participant87	tribunal try crime and judge does too	tribunal judge crime and judge does too	6
participant87	woman draw hair and illustration does too	woman depict hair and illustration does too	6
participant87	child write word and father does too	child spell word and father does too	2
participant87	claimant draw benefit and group does too	claimant depict benefit and group does too	6
participant87	specialist write Papers and company does too	specialist spell Papers and company does too	2
participant87	poll show support and majority does too	poll picture support and majority does too	6
participant87	lawyer accept conviction and man does too	lawyer receive conviction and man does too	1
participant87	artist show work and photograph does too	artist express work and photograph does too	6
participant87	producer say favour and judge does too	producer state favour and judge does too	7
participant87	judge try action and committee does too	judge judge action and committee does too	1
participant87	user write word and character does too	user spell word and character does too	2
participant87	school provide education and association does too	school supply education and association does too	7
participant87	patient accept treatment and player does too	patient receive treatment and player does too	1
participant87	system provide facility and office does too	system leave facility and office does too	1
participant87	justice try king and people does too	justice judge king and people does too	6
participant87	government accept proposal and document does too	government bear proposal and document does too	3
participant87	parent draw line and artist does too	parent depict line and artist does too	3
participant87	cinema show film and office does too	cinema express film and office does too	2
participant87	user write word and character does too	user publish word and character does too	5
participant87	school provide education and association does too	school leave education and association does too	1
participant87	teacher write book and student does too	teacher spell book and student does too	1
participant87	weapon buy chance and player does too	weapon bribe chance and player does too	2
participant87	investor buy share and employee does too	investor bribe share and employee does too	2
participant87	system provide facility and business does too	system supply facility and business does too	6
participant87	model buy behaviour and user does too	model purchase behaviour and user does too	7
participant87	user run application and site does too	user operate application and site does too	6
participant87	river meet sea and ship does too	river visit sea and ship does too	2
participant87	map show location and site does too	map picture location and site does too	5
participant87	people run round and team does too	people operate round and team does too	4
participant87	male draw female and city does too	male depict female and city does too	6
participant87	man say sentence and author does too	man state sentence and author does too	7
participant87	beach meet standard and field does too	beach visit standard and field does too	2
participant87	people run company and group does too	people move company and group does too	1
participant87	priest say prayer and man does too	priest state prayer and man does too	7
participant87	people try door and company does too	people test door and company does too	6
participant87	people buy product and consumer does too	people purchase product and consumer does too	7
participant87	user write software and company does too	user spell software and company does too	1
participant87	study show correlation and report does too	study picture correlation and report does too	4
participant88	court try case and inspector does too	court test case and inspector does too	5
participant88	patient accept treatment and family does too	patient bear treatment and family does too	5
participant88	priest say mass and authority does too	priest allege mass and authority does too	5
participant88	shareholder accept offer and client does too	shareholder bear offer and client does too	4
participant88	child write word and father does too	child spell word and father does too	5
participant88	spokesman say decision and official does too	spokesman state decision and official does too	5
participant88	patient accept treatment and player does too	patient bear treatment and player does too	5
participant88	tribunal try crime and judge does too	tribunal test crime and judge does too	5
participant88	lawyer accept conviction and document does too	lawyer bear conviction and document does too	4
participant88	child draw picture and author does too	child depict picture and author does too	5
participant88	survey say recovery and report does too	survey state recovery and report does too	5
participant88	government accept recommendation and commission does too	government bear recommendation and commission does too	4
participant88	people buy house and family does too	people bribe house and family does too	4
participant88	family run hotel and business does too	family operate hotel and business does too	5
participant88	patient draw figure and scene does too	patient depict figure and scene does too	5
participant88	people write letter and university does too	people publish letter and university does too	6
participant88	people run round and team does too	people move round and team does too	4
participant88	school provide education and industry does too	school leave education and industry does too	5
participant88	writer write book and press does too	writer spell book and press does too	5
participant88	employee buy property and company does too	employee bribe property and company does too	5
participant88	society accept charge and people does too	society receive charge and people does too	7
participant88	lawyer accept conviction and man does too	lawyer receive conviction and man does too	7
participant88	scholar write book and group does too	scholar spell book and group does too	5
participant88	model buy behaviour and consumer does too	model purchase behaviour and consumer does too	7
participant88	member accept share and staff does too	member bear share and staff does too	5
participant88	government provide cash and company does too	government supply cash and company does too	7
participant88	judge try action and teacher does too	judge test action and teacher does too	5
participant88	court try case and inspector does too	court judge case and inspector does too	5
participant88	man try experiment and study does too	man judge experiment and study does too	5
participant88	child meet house and woman does too	child visit house and woman does too	7
participant88	child write word and family does too	child publish word and family does too	4
participant88	male draw female and city does too	male depict female and city does too	4
participant88	justice try king and people does too	justice judge king and people does too	5
participant88	management accept responsibility and company does too	management bear responsibility and company does too	4
participant88	parent draw line and artist does too	parent depict line and artist does too	5
participant88	producer say favour and judge does too	producer state favour and judge does too	7
participant88	male draw female and artist does too	male depict female and artist does too	5
participant88	man draw sword and statue does too	man attract sword and statue does too	5
participant88	people try Sniffing and student does too	people test Sniffing and student does too	4
participant88	proposal draw criticism and conference does too	proposal depict criticism and conference does too	4
participant88	table draw eye and site does too	table depict eye and site does too	5
participant88	child show sign and man does too	child picture sign and man does too	7
participant88	people try program and program does too	people judge program and program does too	5
participant88	people say prayer and leader does too	people allege prayer and leader does too	4
participant88	people buy house and buyer does too	people purchase house and buyer does too	7
participant88	society accept charge and people does too	society bear charge and people does too	5
participant88	report draw attention and event does too	report attract attention and event does too	5
participant88	supporter buy ticket and fan does too	supporter purchase ticket and fan does too	7
participant88	people buy house and family does too	people purchase house and family does too	7
participant88	people say success and company does too	people state success and company does too	5
participant88	study show correlation and report does too	study picture correlation and report does too	7
participant88	people try Sniffing and user does too	people test Sniffing and user does too	5
participant88	people buy security and user does too	people purchase security and user does too	7
participant88	employer provide training and industry does too	employer supply training and industry does too	7
participant88	map show area and photograph does too	map picture area and photograph does too	7
participant88	government provide cash and council does too	government leave cash and council does too	4
participant88	scholar write book and commission does too	scholar spell book and commission does too	5
participant88	speaker say word and chairman does too	speaker state word and chairman does too	5
participant88	weapon buy chance and player does too	weapon purchase chance and player does too	5
participant88	shareholder accept offer and employee does too	shareholder bear offer and employee does too	5
participant88	study provide information and source does too	study leave information and source does too	5
participant88	demonstrator try building and university does too	demonstrator judge building and university does too	5
participant88	runway run parallel and railroad does too	runway move parallel and railroad does too	5
participant88	representative meet official and staff does too	representative visit official and staff does too	7
participant88	man write song and woman does too	man publish song and woman does too	5
participant88	magazine accept liability and document does too	magazine bear liability and document does too	4
participant88	people run round and player does too	people operate round and player does too	5
participant88	shiver run spine and hand does too	shiver operate spine and hand does too	5
participant88	runway run parallel and line does too	runway move parallel and line does too	5
participant88	report draw attention and programme does too	report depict attention and programme does too	5
participant88	claimant draw benefit and competition does too	claimant attract benefit and competition does too	5
participant88	man say sentence and author does too	man allege sentence and author does too	4
participant88	people try door and team does too	people judge door and team does too	5
participant88	government accept proposal and document does too	government bear proposal and document does too	5
participant88	man draw sword and artist does too	man attract sword and artist does too	5
participant88	child meet house and woman does too	child satisfy house and woman does too	5
participant88	child show interest and parent does too	child picture interest and parent does too	7
participant88	child meet house and man does too	child satisfy house and man does too	5
participant88	magazine accept liability and cover does too	magazine bear liability and cover does too	5
participant88	map show area and book does too	map express area and book does too	7
participant88	people try door and company does too	people judge door and company does too	4
participant88	patient accept treatment and family does too	patient receive treatment and family does too	7
participant88	politician buy election and government does too	politician purchase election and government does too	7
participant88	government provide cash and company does too	government leave cash and company does too	4
participant88	mother provide baby and family does too	mother leave baby and family does too	5
participant88	male draw female and artist does too	male attract female and artist does too	5
participant88	table draw eye and site does too	table attract eye and site does too	5
participant88	court try offence and committee does too	court test offence and committee does too	5
participant88	people buy security and corporation does too	people purchase security and corporation does too	7
participant88	beach meet standard and space does too	beach satisfy standard and space does too	5
participant88	priest say mass and leader does too	priest state mass and leader does too	5
participant88	figure show increase and committee does too	figure express increase and committee does too	7
participant88	school provide education and association does too	school leave education and association does too	5
participant88	poll show support and majority does too	poll express support and majority does too	7
participant88	child show sign and man does too	child express sign and man does too	7
participant88	figure show increase and report does too	figure express increase and report does too	7
participant88	child write word and family does too	child spell word and family does too	4
participant88	employer provide training and industry does too	employer leave training and industry does too	5
participant88	user accept responsibility and woman does too	user receive responsibility and woman does too	7
participant88	family provide home and company does too	family leave home and company does too	5
participant88	government accept proposal and document does too	government receive proposal and document does too	7
participant88	proposal draw criticism and school does too	proposal attract criticism and school does too	5
participant88	man try experiment and researcher does too	man test experiment and researcher does too	4
participant88	family provide home and company does too	family supply home and company does too	7
participant88	map show location and image does too	map express location and image does too	7
participant88	user accept responsibility and player does too	user receive responsibility and player does too	7
participant88	government accept proposal and committee does too	government bear proposal and committee does too	4
participant88	priest say prayer and group does too	priest state prayer and group does too	5
participant88	people say prayer and leader does too	people state prayer and leader does too	5
participant88	demonstrator try building and university does too	demonstrator test building and university does too	4
participant88	sweat run face and hand does too	sweat move face and hand does too	5
participant88	school provide education and industry does too	school supply education and industry does too	7
participant88	priest say mass and authority does too	priest state mass and authority does too	5
participant88	runway run parallel and line does too	runway operate parallel and line does too	5
participant88	road run parallel and force does too	road operate parallel and force does too	5
participant88	cinema show film and office does too	cinema picture film and office does too	7
participant88	shiver run spine and hand does too	shiver move spine and hand does too	5
participant88	study provide information and website does too	study supply information and website does too	7
participant88	man provide money and council does too	man leave money and council does too	4
participant88	member accept share and employee does too	member bear share and employee does too	5
participant88	table show result and number does too	table picture result and number does too	7
participant88	producer say favour and judge does too	producer allege favour and judge does too	5
participant88	employer provide training and firm does too	employer leave training and firm does too	4
participant88	representative meet official and officer does too	representative satisfy official and officer does too	5
participant88	study provide information and source does too	study supply information and source does too	7
participant88	justice try king and group does too	justice test king and group does too	5
participant88	study show correlation and report does too	study express correlation and report does too	7
participant88	user accept responsibility and player does too	user bear responsibility and player does too	5
participant88	company provide service and business does too	company leave service and business does too	5
participant88	people buy product and customer does too	people bribe product and customer does too	5
participant88	producer say favour and author does too	producer state favour and author does too	5
participant88	claimant draw benefit and group does too	claimant depict benefit and group does too	5
participant88	people buy security and corporation does too	people bribe security and corporation does too	5
participant88	court try offence and authority does too	court judge offence and authority does too	5
participant88	firm buy politician and government does too	firm purchase politician and government does too	7
participant88	system meet requirement and object does too	system satisfy requirement and object does too	4
participant88	cinema show film and poster does too	cinema picture film and poster does too	7
participant88	sweat run face and tear does too	sweat operate face and tear does too	5
participant88	figure show increase and report does too	figure picture increase and report does too	7
participant88	parent draw line and artist does too	parent attract line and artist does too	5
participant88	writer write book and association does too	writer spell book and association does too	5
participant88	river meet sea and ship does too	river satisfy sea and ship does too	5
participant88	proposal draw criticism and conference does too	proposal attract criticism and conference does too	5
participant88	specialist write Papers and journal does too	specialist publish Papers and journal does too	5
participant88	employee buy property and company does too	employee purchase property and company does too	7
participant88	cinema show film and poster does too	cinema express film and poster does too	7
participant88	court try case and expert does too	court judge case and expert does too	4
participant88	management accept responsibility and people does too	management receive responsibility and people does too	7
participant88	patient draw figure and photograph does too	patient attract figure and photograph does too	5
participant88	boy meet girl and family does too	boy satisfy girl and family does too	4
participant88	lawyer accept conviction and man does too	lawyer bear conviction and man does too	5
participant88	system meet requirement and object does too	system visit requirement and object does too	5
participant88	student meet requirement and applicant does too	student visit requirement and applicant does too	7
participant88	child show sign and patient does too	child express sign and patient does too	7
participant88	boy meet girl and family does too	boy visit girl and family does too	5
participant88	politician buy election and government does too	politician bribe election and government does too	5
participant88	table show result and cell does too	table picture result and cell does too	7
participant88	poll show support and group does too	poll picture support and group does too	7
participant88	priest say prayer and group does too	priest allege prayer and group does too	4
participant88	study provide evidence and information does too	study leave evidence and information does too	5
participant88	table show result and cell does too	table express result and cell does too	7
participant88	sweat run face and tear does too	sweat move face and tear does too	5
participant88	child draw picture and author does too	child attract picture and author does too	5
participant88	people say prayer and judge does too	people state prayer and judge does too	5
participant88	system meet criterion and product does too	system visit criterion and product does too	7
participant88	people try Sniffing and user does too	people judge Sniffing and user does too	5
participant88	woman draw hair and illustration does too	woman attract hair and illustration does too	4
participant88	user write software and company does too	user publish software and company does too	5
participant88	road run parallel and force does too	road move parallel and force does too	4
participant88	judge try action and teacher does too	judge judge action and teacher does too	5
participant88	scholar write book and commission does too	scholar publish book and commission does too	5
participant88	system provide facility and office does too	system leave facility and office does too	5
participant88	priest say mass and leader does too	priest allege mass and leader does too	5
participant88	study provide evidence and information does too	study supply evidence and information does too	7
participant88	river meet sea and ship does too	river visit sea and ship does too	7
participant88	beach meet standard and field does too	beach visit standard and field does too	5
participant88	court try case and expert does too	court test case and expert does too	5
participant88	user write software and team does too	user spell software and team does too	5
participant88	student write name and protester does too	student spell name and protester does too	4
participant88	supporter buy ticket and fan does too	supporter bribe ticket and fan does too	5
participant88	man draw sword and artist does too	man depict sword and artist does too	5
participant88	report draw attention and programme does too	report attract attention and programme does too	5
participant88	student meet requirement and registration does too	student visit requirement and registration does too	5
participant88	survey say recovery and report does too	survey allege recovery and report does too	5
participant88	user run application and site does too	user operate application and site does too	5
participant88	sight meet eye and pupil does too	sight satisfy eye and pupil does too	5
participant88	lawyer accept conviction and document does too	lawyer receive conviction and document does too	7
participant88	weapon buy chance and group does too	weapon bribe chance and group does too	5
participant88	government accept recommendation and commission does too	government receive recommendation and commission does too	7
participant88	speaker say word and chairman does too	speaker allege word and chairman does too	5
participant88	employee buy property and investor does too	employee bribe property and investor does too	4
participant88	student meet requirement and applicant does too	student satisfy requirement and applicant does too	5
participant88	student write name and pupil does too	student publish name and pupil does too	5
participant88	government provide cash and council does too	government supply cash and council does too	7
participant88	supporter buy ticket and group does too	supporter bribe ticket and group does too	5
participant88	road run parallel and line does too	road move parallel and line does too	5
participant88	child write word and father does too	child publish word and father does too	5
participant88	specialist write Papers and journal does too	specialist spell Papers and journal does too	5
participant88	teacher write book and student does too	teacher spell book and student does too	4
participant88	people write letter and society does too	people spell letter and society does too	5
participant88	user write word and player does too	user spell word and player does too	5
participant88	man draw sword and statue does too	man depict sword and statue does too	5
participant88	people write letter and university does too	people spell letter and university does too	5
participant88	woman draw hair and figure does too	woman attract hair and figure does too	4
participant88	patient draw figure and photograph does too	patient depict figure and photograph does too	5
participant88	table draw eye and festival does too	table depict eye and festival does too	5
participant88	teacher write book and student does too	teacher publish book and student does too	5
participant88	government accept recommendation and council does too	government bear recommendation and council does too	5
participant88	user write word and character does too	user spell word and character does too	5
participant88	writer write book and press does too	writer publish book and press does too	4
participant88	child show interest and student does too	child express interest and student does too	7
participant88	people run round and team does too	people operate round and team does too	5
participant88	shiver run spine and music does too	shiver move spine and music does too	5
participant88	demonstrator try building and company does too	demonstrator judge building and company does too	5
participant88	claimant draw benefit and competition does too	claimant depict benefit and competition does too	5
participant88	magazine accept liability and cover does too	magazine receive liability and cover does too	5
participant88	beach meet standard and field does too	beach satisfy standard and field does too	5
participant88	supporter buy ticket and group does too	supporter purchase ticket and group does too	7
participant88	man say sentence and law does too	man allege sentence and law does too	4
participant88	company provide service and business does too	company supply service and business does too	5
participant88	artist show work and photograph does too	artist picture work and photograph does too	7
participant88	child show interest and parent does too	child express interest and parent does too	7
participant88	specialist write Papers and company does too	specialist spell Papers and company does too	5
participant88	family run hotel and company does too	family move hotel and company does too	5
participant88	priest say prayer and man does too	priest allege prayer and man does too	5
participant88	writer write book and association does too	writer publish book and association does too	4
participant88	study provide evidence and site does too	study leave evidence and site does too	5
participant88	mother provide baby and family does too	mother supply baby and family does too	7
participant88	spokesman say decision and government does too	spokesman state decision and government does too	5
participant88	user run application and site does too	user move application and site does too	5
participant88	people run company and group does too	people operate company and group does too	5
participant88	machine run program and company does too	machine move program and company does too	5
participant88	map show location and site does too	map picture location and site does too	7
participant88	investor buy share and client does too	investor bribe share and client does too	5
participant88	scholar write book and group does too	scholar publish book and group does too	5
participant88	member accept share and employee does too	member receive share and employee does too	7
participant88	man write song and woman does too	man spell song and woman does too	4
participant88	management accept responsibility and people does too	management bear responsibility and people does too	4
participant88	table show result and number does too	table express result and number does too	7
participant88	map show location and image does too	map picture location and image does too	7
participant88	teacher write book and author does too	teacher spell book and author does too	5
participant88	people write letter and society does too	people publish letter and society does too	5
participant88	system meet criterion and design does too	system satisfy criterion and design does too	4
participant88	proposal draw criticism and school does too	proposal depict criticism and school does too	4
participant88	company provide service and manufacturer does too	company supply service and manufacturer does too	7
participant88	boy meet girl and friend does too	boy satisfy girl and friend does too	4
participant88	study show correlation and number does too	study picture correlation and number does too	7
participant89	survey say recovery and report does too	survey state recovery and report does too	6
participant89	spokesman say decision and official does too	spokesman state decision and official does too	6
participant89	patient accept treatment and player does too	patient bear treatment and player does too	5
participant89	lawyer accept conviction and document does too	lawyer bear conviction and document does too	5
participant89	people write letter and university does too	people publish letter and university does too	5
participant89	justice try king and group does too	justice judge king and group does too	6
participant89	employee buy property and company does too	employee bribe property and company does too	2
